Content,Project_Title,Discussion_id,Creation_date,Last_Updated_data,Summary
"<div>
<p>The Human-AV Connect Challenge Handbook can be downloaded <a href=""https://ucarecdn.com/d1f1c417-78cc-43fe-8415-d5b3ad490e8f/"" target=""_blank"" rel=""nofollow noopener"">HERE</a>!</p>
<p>The Mobility: Moving Life Challenge Handbook can be downloaded <a href=""https://ucarecdn.com/390b5ca3-bb81-4cc0-90cd-7dfb2a31d2df/"" target=""_blank"" rel=""nofollow noopener"">HERE</a>!</p>
</div>",AV Tipping Point,,2019-02-19 23:43:20,2019-06-14 22:49:58,AV Tipping Point
2019-03-12 16:39:13,False,Introducing our judges for the Human-AV Connect Challenge...
